teks	label_klaster	label_sentimen
lompat lompat relatif stabil cetak badai reda asik goreng gaji kena	0	Negatif
teman rsud jawa jawa alas gaji sesuai beban sulit dokter dikit perata dokter problem	0	Negatif
barusan teman cerita usaha jepang jaman kali alas loyal kutu loncat problem	0	Negatif
alas pengin kasih orang suruh orang selesai masuk gaji	0	Negatif
ramai henti gaji harga kawan jahat beban	0	Negatif
dunia kantor salah pecat hilang gaji hilang nyawa tugas gaji enak	0	Negatif
undang sabtu kondisi alas alas gaji	0	Netral
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
alas negara rana ambil ilmu alam salur malaysia kejar gaji kejar faedah gaya hidup	0	Negatif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
tips salah jenis pilih kasih salah bosan salah gaji kena potong lepas	0	Negatif
acapkali arah tulis surat utara alami ketidakpuasan hati hadap skop jadual bayar gaji janji turun pangkat	0	Positif
omong mama alas gaji emak auto ceramah takut enak lupa jodoh	0	Positif
alas leluasa perintah agama gaji ubah	0	Negatif
usaha minimal putus bilang kutu loncat alas jenjang karir fasilitas tara cari gaji	0	Negatif
cerita orang pimpin cewek gaji digit kadang tembus uang bank alas masuk bank pakai gaji habis pegang suami info suami	0	Negatif
pikir kayak orang wajar cari gaji bagus cari lingkung bagus alas orang malu pikir cetek	0	Negatif
alas gaji	0	Positif
lupa alas alas gaji hapal	0	Positif
undang sabtu kondisi alas alas gaji	0	Netral
tawar sekolah posisi terima ajar sekolah kontrak kayak gaji pengin alas kepsek logis	0	Positif
alas bilang sesuai nyata utama kadang pagi malam pulang gila anak	0	Negatif
salah alas utama orang kena gaji jenjang karir lingkung omong lingkung jelek bilang gaji jenjang karir usaha janji	0	Negatif
wacana buah bibir sorot kerap pergok contoh	0	Negatif
manfaat kondisi level karir usaha valid	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
kena tukar gaji kena lihat faktor peluang staf staf cuti kena angkut isteri angkut senarai	0	Negatif
rumah cuti masuk staff jahat gaji komitmen takat	0	Negatif
bikin rekening bohong alas gaji dikit kemarin	0	Positif
cewek pulang sore galak main sabtu masuk tanggal merah masuk jarak rumah kantor takut tanggap	0	Positif
lompat kenal kawan sorang lompat tukar tukar baju gaji	0	Positif
laksana patut kuat kuasa september tangguh cuti salin cuti minggu lepas raja putus pinda akta tangguh januari	0	Positif
staff bilang hati makan usaha coba cari susah jaman kayak dasar syukur entar	0	Negatif
jawat awam putus henti nasihat henti alas sayang jamin takut niaga	0	Negatif
henti cikgu posting jalan kereta jalan laut sekolah cantik budaya santai	0	Positif
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut	0	Negatif
gaji turun ribu alas betah	0	Positif
cewek gaji gaji turun persen alas putus	0	Positif
rekan gaji digit digit jabat rendah kontrak alas start stabil	0	Negatif
terima kasih tawar salah alas minimal gaji tawar buka diskus moga timbang terima kasih	0	Positif
pengin alas gaji cuman lepas lingkung pikir	0	Negatif
teman kantor utama cewek coba salah sender sender suka sebentar tinggal uang asuransi jamin cela	0	Negatif
wajib alas gaji spekulasi jamin nyaman mending	0	Positif
bangun kantor masuk bangun keburu sarap kantor salah alas masuk posisi eksklusif	0	Negatif
pengin alas kuat gaji jemput susah motor gampang susah gaji susah	0	Negatif
karyawan pola pikir maaf rumah kapai daftar rumah kemarin terima gaji	0	Positif
halo sender kantor alhamdulillah langsung gaji kantor menang hasil	0	Positif
alas alas jahat rangkap	0	Negatif
coba minimarket bang warnet kafe toko baju toko daging motel libur cuman tidur alas uang	0	Positif
guru gaji administrasi murid nakal wali murid rekan guru jahat	0	Positif
korban gaji juta paksa hidup gaji juta paksa cari laki suruh gaji	0	Negatif
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur	0	Positif
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar	0	Positif
cewek gaji putus libur gaji juta jujur badan toleransi	0	Positif
banget teman pilih dagang cilok alas bilang fleksibel mudah ibadah hasil gaji dagang	0	Positif
kemarin pusing pikir salah alas tolak tawar gaji	0	Negatif
mama menang kangen adik bungsu qatar lulus bandung orang kasihan capek pulang tarik nafas gaji	0	Positif
alas bikin gaji jahat sesuai minat bahas versi hasil riset	0	Positif
wajar tukar gaji loyal gaji tengok contoh situasi	0	Negatif
sorang adik komen nama hakim nama bang malas pergi esok kali tengok muka suka harga awak gaji	0	Negatif
salah ajar perkara gaji jahat peluang pangkat tukar	0	Negatif
kadang timbang orang rela gaji faktor jarak keluarga tinggal anak lingkung	0	Positif
omong gaji orang ambis tarik bahas gaji alas gaji coba usaha	0	Positif
utama masuk gaji pakai orang indonesia indonesia gaji habis hidup	0	Negatif
ganti beda situ upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair	0	Positif
ramai gaji harga kawan jahat susah situ repek kebaji abai jaga anak jaga sehat	0	Negatif
alas obat bilang mantan rekan teman bilang mbak sepatu mall beliau manager region jateng mall	0	Positif
tolong resmi bank swasta lolos gaji moga putus karir riba	0	Positif
slogan sekolah kampung uang saku sekolah ajar riset tinggal sintas perempuan minggu lihat tangis sintas tahan dinamika henti salah	0	Positif
rumah kantor rekan ajar jalan doang tahan minggu habis alas niat susah	0	Positif
pulang malam subuh emak kasih alas cuman rumah rumah potensi malam	0	Positif
suruh pulang selesai kantor tutup artikel alas	0	Negatif
terima langsung suruh banget tunggu proses banget allah nama alas gaji habis catat nomor	0	Positif
salah ajar perkara gaji jahat peluang pangkat tukar	0	Negatif
alas hutan belantara produk nama nipis madu gaji kota	0	Netral
gaji lipat sesuai usaha jenjang karir jakarta transportasi ongkos jahat rekan kayak doang	0	Negatif
alas cari gaji nafkah	0	Negatif
alas alas percaya alas melulu gaji alas	0	Positif
jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil	0	Negatif
kayak rame generalisasi baca sisi positif kutu loncat posisi gaji	0	Negatif
rekan usaha alas posisi situ	0	Negatif
undang jujur tolong kasih referensi alas over	0	Positif
alas kantor jahat kantor gaji sesal terima kasih	0	Positif
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang	0	Negatif
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak	0	Positif
putus lingkung nyaman jenjang karir gaji jenuh banget kayak karyawan nyokap tuju takut	0	Positif
dunia dunia atur urus tinggal ijin omong sakit lampir surat ijin orang asih gaji	0	Negatif
alas cuman gaji	0	Positif
entar ketemu teman gaji pikir saran syukur alas gaji teman dewasa	0	Positif
teman gede gaji susah hidup kapai susah alas orang biar gaji rendah	0	Negatif
teman henti alas guru senior murid bandel banget sekolah negeri buah kota beban sesuai gaji	0	Positif
lihat pilih gaji opsi lingkung nyaman jarak pilih milik timbang kena	0	Positif
jamin aman terima sesuai lolos alam tinggal nyaman usaha enak	0	Positif
pilih salah harga level tutup bawa gerbong rombong manjur pakai	0	Negatif
ubah mentalitas malu telat wajib acara kantor urus pribadi debat manusia salah	0	Negatif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
karyawan bohong lamar arti nyaman tahan usaha usaha evaluasi sistem manajemen lihat elegan	0	Positif
usaha kaca lahir sedia ruang laktasi busui fleksibel busui perah jelek karyawan kecuali lembur	0	Positif
alas salah gaji kontribusi uang keluarga alas terima sang direktur peduli keluarga peduli usaha pergi	0	Positif
bangun pagi semangat pergi tepu rutin gain mati situ gaji timpal	0	Positif
durasi usaha alas tingkat gaji bidang	0	Positif
jaman bisnis identik milik keluarga indak butuh struktur organisasi detail iring ubah jaman buah usaha milik milik saham	0	Positif
teman manager pandemi tahan karyawan pikir karyawan rumah mending tutup gaji asih	0	Positif
usaha kemarin lulus sekolah henti alas gaji tempo ketemu	0	Positif
alas urgen tawar jahat orang loyal terima usaha kutu loncat	0	Negatif
baca kontrak usaha asih denda selesai kontrak kompetitor jujur alas cari	0	Positif
akak teman orang usaha nutrisi usaha alas kali lipat mantap	0	Positif
enak banget banget bosan astaga indah bego banget salah usaha alas gaji digit nyata bayar tanggung sanggup	0	Positif
bilang gaji lumrah alas usaha	0	Positif
gaji cepat usaha usaha syarat layak alas alas negatif	0	Positif
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap	0	Positif
jabodetabek wajar alias kutu loncat gaji daerah lapang batas rendah coba	0	Negatif
lompat masuk masuk bonus kali tahan until	0	Negatif
sesal suruh surabaya hidup jamin papa usaha rumah kendara bego banget pakai alas pisah teman suka yuda	0	Negatif
lompat lompat relatif stabil cetak badai reda asik goreng gaji kena	0	Negatif
salah alas suami gaji usaha sakit bpjs doang profit fasilitas alhamdulillah	0	Negatif
barusan teman cerita usaha jepang jaman kali alas loyal kutu loncat problem	0	Negatif
beban operasional usaha karyawan sesuai gaji biar beban operasional berat karyawan gaji ganti karyawan gaji	0	Positif
alas gaji wajar takut anggap loyal usaha anggap usaha gaji	0	Positif
usaha teman jamin capek nyaman alas orang	0	Positif
sejarah catat presiden sulit ekonomi negara utang potensi gusur warga lokal luas rusa kalimantan cenderung untung oligarki	0	Negatif
undur massal usaha pandemi kondisi usaha stres pelik karyawan putus salah usaha karyawan pandemi	0	Positif
tips salah jenis pilih kasih salah bosan salah gaji kena potong lepas	0	Negatif
alas utama semester stop guru honorer usaha hidup kayak orang kayak gaji kadar makan enak uang orang	0	Negatif
usaha erti bingung pakai alas keluarga kota kayak alas niat susah langsung gaji cair	0	Negatif
gantung kantor usaha beda usaha usaha alas mutasi beda beda ubah gaji ubah	0	Positif
lulus kuliah usaha cantum alas gaji daerah lingkung jahat	0	Negatif
usaha jenjang karir gaji alas cari gaji	0	Positif
alas gaji lingkung jahat syukur gaji segi kualifikasi kompetensi usaha sesuai kesel bilang kayak kesal	0	Negatif
salah alas utama orang kena gaji jenjang karir lingkung omong lingkung jelek bilang gaji jenjang karir usaha janji	0	Negatif
manfaat kondisi level karir usaha valid	0	Positif
cari uang banget usaha kasih gaji kasih tenang batin alas pandemi kena imbas erti	0	Positif
usaha alas utama gaji perkara usaha alas urus	0	Negatif
uang edar salah alas inflasi mangkanya gaji salah inflasi mangkanya gaji pilih usaha	0	Negatif
kena tukar gaji kena lihat faktor peluang staf staf cuti kena angkut isteri angkut senarai	0	Negatif
alas usaha gaji karyawan alas	0	Positif
cakap pahit teruk kedekut gaji buruk contoh alas henti	0	Negatif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
singkat dunia khusus anak atur pengin umur pendek anak teman belah rekan	0	Negatif
cerita pecat karyawan tonton bingung lucu marah	0	Negatif
alas manual digital kudu harga negeri kurs murah digitalisasi pakai produk lokal jamin aman data usaha	0	Negatif
usaha lokal indonesia prinsip wajar batas usaha gaji beda maksimal usaha harga upaya	0	Positif
hidup realitas ekonomi buah usaha rugi gaji direksi potong tekan usaha rugi karyawan penuh kait rantai pasok	0	Positif
susah usaha israel pribadi umkm gaji minimal turun drastis pasu turun usaha israel tingkat pecah rumah	0	Positif
alas sadar gaji lingkung salah bocil matahari buta dunia mending pikir usaha cari nyaman	0	Negatif
kontra tuju fokus alas usaha stabil gaji stabil	0	Positif
zaman almarhum papa salah bank alas birokrasi susah capai usaha minim	0	Negatif
sender coba lamar lamar usaha mending alas gaji telat bayar kantor susah akses kendara	0	Negatif
biar usaha alas gaji	0	Positif
kontrak usaha gaji nyaman pengin alas	0	Positif
salah usaha bagus kantor salah asuransi kantor alas mulia gaji	0	Negatif
manfaat buruh usaha hemat kali gaji orang alas upah minimum rendah	0	Positif
salah ajar perkara gaji jahat peluang pangkat tukar	0	Negatif
paksa bayar gaji paksa laku usaha ganti rugi sisa kontrak wajib pasal ubah	0	Negatif
kait kutu loncat manajemen loncat bikin gaji drastis baca kutu loncat rekomendasi kasih orang kandidat	0	Positif
awak tukar bidang salah bosan salah dengar gaji	0	Negatif
salah ajar perkara gaji jahat peluang pangkat tukar	0	Negatif
kadang nama paragon segani usaha mudah alas kasih tawar gaji lipat	0	Negatif
kasir abdi usaha ujang alas ujang gaji bangladesh	0	Negatif
kandidat lamar alas taraf hidup gaji lihat gaji juta usaha harap gaji	0	Positif
penasaran kandidat usaha alas utama gaji mentok kasih ruang mentok seru	0	Negatif
uang usaha bawa kabur mantan manajer uang sisi manajer uang bawa kabur gaji bayar uang usaha buruk uang usaha buruk suka ambil uang usaha urus pribadi	0	Negatif
putus duga bikin uang buruk apartemen cicil beban usaha salah kelola bisnis bayar apartemen gaji suka tarik uang	0	Negatif
gara-gara alas gaji bonus usaha gaji sesal	0	Negatif
kayak rame generalisasi baca sisi positif kutu loncat posisi gaji	0	Negatif
rekan usaha alas posisi situ	0	Negatif
arti alas kuat gaji bumn lihat gaji timbang masuk usaha bingung pakai terima kasih	0	Positif
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak	0	Positif
masuk muncul paksa gugat kayak insentif gaji bayar janji kasih	0	Negatif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
kudap wajib lembur traktir	0	Positif
real alas teman bikin emosi malas jarang gaji uang makan jalan	0	Positif
alas gaji berat pengin rambut	0	Netral
rekan wanita alas program hamil anak banget jago desain	0	Positif
alas gaji nyaman lingkung teman kalimat indah kepsek	0	Positif
cari susah pandemi beban banget depresi samping gaji keluarga bilang sakit biar alas libur	0	Negatif
alas cari kasih gaji auto sesal tinggal sesal	0	Positif
anak jaman bosan alas karir teman cuan gede	0	Negatif
minggu pengin betah lingkung bingung alas	0	Netral
keren karyawan papa hamil cerita rumah alas kuat kantor papa kasih bijak gaji cuti lahir gaji papa kasih habis cuti lahir	0	Positif
slip gaji gaji sisa situ tulis hitung bayar potong arti hitung	0	Positif
utama alas gaji rekan laku kayak tahi	0	Negatif
kudu rabi alas suami lembur rabi solusi	0	Positif
teman gaji lumayan alas lingkung cari coba pengin	0	Positif
alas turun lapang kadang malam lepas gaji pulang malam gaji standar keluh astagfirullah	0	Negatif
teman angkat alas sedih bikin menang rekan teman angkat sedih	0	Positif
tolong kasih alas cocok kosmetik mall capek banget	0	Positif
sampah staff acah masuk alas gaji berkat kena	0	Negatif
usaha kaca lahir sedia ruang laktasi busui fleksibel busui perah jelek karyawan kecuali lembur	0	Positif
alas malas pulkam ketemu tante kakak sepupu pokok anggota keluarga bagus kemarin lihat susah pandemi sabar sabar	0	Positif
manager pecat nyata busuk kirim lebay gaji tarik usaha	0	Negatif
bidang minat suka pergi menang ambil putus henti tawar bonus	0	Positif
jujur dengar orang alas bosan lingkung gaji pengin lempar	0	Positif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
alas kawan tawar loker mundur gaji pokok pagi pulang malam lembur partner jahat parah wajar	0	Negatif
tiada gaji urus beban wang sehat rupa faktor henti	0	Negatif
utama alas gaji rekan laku kayak tahi	0	Negatif
alas jarak gaji	0	Positif
alas palsu alas asli gaji banding banget sistem jahat	0	Positif
wawancara usaha alas finansial gaji etis	0	Positif
lembur mesti rawat rumkit lelah kronis tipes teman bawa suka turun jabat sakit pilih auto kelimpungan	0	Negatif
lolos rekan alas jujur butuh saran terima kasih	0	Positif
alas keren capek gaji	0	Positif
alas gaji sesuai cepat posisi	0	Positif
rencana gaji signifikan beban lembur bayar alas jelek usaha	0	Negatif
gaji bonus kuat tinggal cari habis situ jerih payah usaha pandang belah mata	0	Negatif
alas salah gaji kontribusi uang keluarga alas terima sang direktur peduli keluarga peduli usaha pergi	0	Positif
lambat insentif gaji pegawai utama nakes paksa	0	Positif
teman manager pandemi tahan karyawan pikir karyawan rumah mending tutup gaji asih	0	Positif
usaha capek gaji besok masuk langsung gaji	0	Positif
nyaman banget cocok lingkung gaji putus korea niat libur cari korona dasar menang	0	Positif
bayar juta begadang tidur come	0	Positif
ambil kena kantor alas kantor lingkung jahat gaji alokasi uang tahan kenal putus pilih	0	Negatif
minggu sombong gara-gara sarjana lulus coba bangun komunikasi jelek teman cepu bodo sehat jiwa kayak robot	0	Negatif
auto kafir shalat jumat barista restoran jepang mall tempel hotel mewah shalat jumat makan siang tinggal meja lantar	0	Positif
teman rsud jawa jawa alas gaji sesuai beban sulit dokter dikit perata dokter problem	0	Negatif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
cakap surat tempoh moga bantu	0	Positif
alas kasih kagak lembur tugas manager	0	Negatif
alas usaha rekan	0	Positif
prediksi tutup pecat total alas zona nyaman tolak lembur revolusi	0	Positif
habis gaji	0	Positif
karyawan gaji gaji gaji bikin resah paket jahat ganti lingkung asik	0	Positif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
gaji gaji gaji nilai bayar	0	Positif
masak kasir tamu gaji juta duduk sebentar istirahat manja	0	Positif
alas gaji banding beban	0	Negatif
pengin alas gaji duit gilir susah bayar	0	Negatif
gaji partner jahat masuk akal alas partner enak	0	Negatif
gaji alas orang pribadi julid dendam bingung	0	Negatif
undang sabtu kondisi alas alas gaji	0	Netral
alas cocok staf kontrak bilang alas alas peluang	0	Positif
lingkung gaji jenis alas biar terima	0	Positif
alas susah target gaji minim jujur usaha lamar	0	Positif
pergi gaji karut ungkit jahat	0	Negatif
kayak alas rekan suportif	0	Negatif
ramai henti gaji harga kawan jahat beban	0	Negatif
paksa gaji bayar	0	Negatif
alas masuk akal kadang tuntut loyalitas hitung lembur	0	Netral
gaji gaji pakai	0	Positif
tidur total laku stop bilang pengin alas capek	0	Positif
alas mental buruk kena penalti surat terang dokter rehat penalti banget juta banget balas	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
alas masuk akal kadang tuntut loyalitas hitung lembur	0	Netral
problem kena tolak gaji maki allah plan alhamdulillah	0	Negatif
salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual	0	Positif
alas jujur target gaji terima tawar kuat alas usaha mending kayak	0	Positif
cewek gaji jakarta gaji juta dapur listrik gaji juta alas bosan	0	Positif
cowok malas posisi jabat berat pilih alas pusing kayak malas gaji	0	Negatif
gaji alas orang pribadi julid dendam bingung	0	Negatif
libur gaji tunggu juta cari penjara kayak orang	0	Positif
alam maksud kutu loncat alas usaha kantor gulung tikar alas kantor cocok gaji	0	Positif
buka negoisasi gaji laku usaha bilang gaji usaha erti	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
acapkali arah tulis surat utara alami ketidakpuasan hati hadap skop jadual bayar gaji janji turun pangkat	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
minggu lancar kantor enak banget gaji jarak moga putus	0	Positif
tingkat iring harap syarikat sistem gaji sesuai gaji	0	Positif
contoh surat bahasa bahasa melayu kawan kawan	0	Negatif
jawat awam putus henti nasihat henti alas sayang jamin takut niaga	0	Negatif
jaman konten alas personal banget publik kecuali rawan	0	Positif
staff bilang hati makan usaha coba cari susah jaman kayak dasar syukur entar	0	Negatif
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut	0	Negatif
gaji orang kena orang wajib bayar gaji	0	Negatif
cakap pahit teruk kedekut gaji buruk contoh alas henti	0	Negatif
cewek surat kasar lembur bayar bonus juta mending ikhlas tagih	0	Positif
siang obrol teman alas alas tahan mbak kantor ajar kantor relasi batas rekan	0	Positif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
prambanan jujur plan alas lembur pengin gaji potong bpjs	0	Positif
aman bilang alas cocok lingkung alas jujur gaji gaji	0	Positif
bilang kesan klise banget alas anggap adek anggap adek doang	0	Positif
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset	0	Negatif
coba lihat pesan situ uang cerita usaha	0	Positif
sebel gaji telat sebel lihat karyawan gaji telat pakai alas enak telat ambil cuti atur	0	Negatif
minggu tuan putri labu bikin salah alas daerah blok	0	Negatif
henti syarikat gaji salah sesuai sekira	0	Netral
karyawan pola pikir maaf rumah kapai daftar rumah kemarin terima gaji	0	Positif
pengin butuh uang alas capek anak jaman	0	Negatif
konon pakai alas lepas gaji pangkat manager suruh masuk alas	0	Negatif
istirahat rupa rupa istirahat bebas pakai kapai langgar hukum atur internal usaha bayar sangon	0	Negatif
alas salah tidur beranta gaji minus potong	0	Negatif
gaji alas enak	0	Positif
kawan budak gaji alas kursus pergi kursus kepala	0	Positif
marah kecewa pasang kuat lamar terima tolak gaji terima gaji	0	Positif
alas usaha sabtu cari senin jumat	0	Negatif
gaji ambil tawar alas kontrak pinalti	0	Positif
halo sender kantor alhamdulillah langsung gaji kantor menang hasil	0	Positif
karyawan habis gaji henti kali karyawan alas klasik salah	0	Positif
cewek gaji nekat ganti fase capek banget gaji juta	0	Positif
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur	0	Positif
kakak sender banget gaji slip gaji potong jamsostek saldo kantor bilang arti bpjs gaji kakak sender sedih banget	0	Positif
lingkung enak gaji sedih banget paksa gaji butuh	0	Positif
gaji telat telat	0	Negatif
guru gaji administrasi murid nakal wali murid rekan guru jahat	0	Positif
cewek gaji putus libur gaji juta jujur badan toleransi	0	Positif
alas klasik lingkung jahat jahat gaji cari alas bohong jujur tahan gaji	0	Positif
gara-gara rekan jahat susah ajak kerjasama tingkat hati banget hubung jujur alas pakai alas	0	Positif
gaji gara-gara susah cuti libur ganggu syarat gaji cuti ganggu	0	Negatif
cari duit cari jenjang karir duit kayak sender alas normal gaji pikir tenang	0	Negatif
alas bikin gaji jahat sesuai minat bahas versi hasil riset	0	Positif
tuju habis lulus cari gaji langsung minimal cari alam alas coba betah	0	Positif
usaha atur suka suka manager atur karyawan karyawan izin sakit dokter gaji desember	0	Positif
henti komitmen dana cemas utama komitmen alas fikir	0	Negatif
coba alas pulang gaji tuntut rendah kayak	0	Negatif
orang gaji rendah orang teruk gaji gaji	0	Negatif
ramai gaji harga jahat beban repek kebaji abai	0	Negatif
ganti beda situ upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair	0	Positif
april kemarin alas sepeda keliling indonesia timur barusan banget telpon kepala toko gaji masuk pesan selesai jalan	0	Positif
alas rencana gaji rencana cari minimal suka	0	Negatif
rumah admin data dada gaji suruh lantai angkat jemur jaga bayi utama bilang mental lemah	0	Negatif
rekan surabaya tawar alas keluarga	0	Positif
ramai gaji harga kawan jahat susah situ repek kebaji abai jaga anak jaga sehat	0	Negatif
gedik gedik buka staff bayar alas bayar gaji minggu bayar staff suara hantar surat saman bodoh	0	Positif
orang kantor niat masuk alas sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat kayak sampah bawa virus banget	0	Negatif
bilang alas kuliah alas kuliah gila rodi istirahat mending duduk komputer	0	Positif
maaf bingung alas gaji sesuai bingung pikir alas saran alas	0	Positif
terima langsung suruh banget tunggu proses banget allah nama alas gaji habis catat nomor	0	Positif
tabiat usaha kali alas bagus gaji omong jelek jelek usaha	0	Negatif
alas masuk akal jaman	0	Negatif
alas gaji mantap fleksibel inti uang mantap	0	Positif
alas kuliah	0	Positif
alas rekan rekan bocor alias suka	0	Negatif
jahat banget teman gaji alas penuh fakta lapang maksimal pulang gila gaji minim sulit	0	Positif
tolong resmi bank swasta lolos gaji moga putus karir riba	0	Positif
gaji banget biar jomplang rasai gaji kabur	0	Positif
cewek lingkung jahat kaya manusia kayak gaji salah bahasa binatang pusing cewek aduh putus	0	Negatif
tetiba alas mesti jaga cucu anak terima banget hitung gaji suami bilang gaji penuh bersih untung suami hilang	0	Positif
banget coba kenal alam alas terima cerita alam capai alas	0	Positif
alas jahat uang lembur kena potong tanggal merah kena potong	0	Negatif
niat ijin gaji alas capek kasih fasilitas kamar bobo alas asli ipar nafkah masak alas	0	Positif
cari ganti kaya usaha cari orang gaji kadang uang makan tunjang gaji	0	Positif
alas usaha bilang usaha bohong usaha gaji alam	0	Positif
undang jujur tolong kasih referensi alas over	0	Positif
cewek gaji gaji gaji tara anak langsung	0	Positif
cewek gaji alas gaji butuh apresiasi tugas undang seleksi	0	Negatif
putus lingkung nyaman jenjang karir gaji jenuh banget kayak karyawan nyokap tuju takut	0	Positif
habis kontrak gaji mudah percaya gaji bentuk tulis kontrak ikat	0	Positif
pandemik bayar gaji selesa relaks fikir henti henti pandemik benda henti	0	Negatif
gaji cepat	0	Positif
pilih salah harga level tutup bawa gerbong rombong manjur pakai	0	Negatif
jamin aman terima sesuai lolos alam tinggal nyaman usaha enak	0	Positif
lompat mesti benda bagus sesuai gaji baca	0	Positif
arti enak pikir ayam sayur sesuai koridor kantor	0	Positif
enak ajar tumbuh serve pulang gaji pikir robot	0	Positif
ubah mentalitas malu telat wajib acara kantor urus pribadi debat manusia salah	0	Negatif
bangun pagi semangat pergi tepu rutin gain mati situ gaji timpal	0	Positif
standar gaji gaji pintar	0	Positif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas	0	Positif
